序号,中文名称,英文名称,学名
451,岩林鹑,Rock Bush Quail,Perdicula argoondah
452,红嘴林鹑,Painted Bush Quail,Perdicula erythrorhyncha
453,阿萨姆林鹑,Manipur Bush Quail,Perdicula manipurensis
454,喜马拉雅鹌鹑,Himalayan Quail,Ophrysia superciliosa
455,坦桑尼亚鹑,Udzungwa Forest Partridge,Xenoperdix udzungwensis
456,鲁山鹑,Rubeho Forest Partridge,Xenoperdix obscuratus
457,环颈山鹧鸪,Hill Partridge,Arborophila torqueola
458,红喉山鹧鸪,Rufous-throated Partridge,Arborophila rufogularis
459,白颊山鹧鸪,White-cheeked Partridge,Arborophila atrogularis
460,台湾山鹧鸪,Taiwan Partridge,Arborophila crudigularis
461,红胸山鹧鸪,Chestnut-breasted Partridge,Arborophila mandellii
462,褐胸山鹧鸪,Bar-backed Partridge,Arborophila brunneopectus
463,四川山鹧鸪,Sichuan Partridge,Arborophila rufipectus
464,白眉山鹧鸪,White-necklaced Partridge,Arborophila gingica
465,橙颈山鹧鸪,Orange-necked Partridge,Arborophila davidi
466,栗头山鹧鸪,Chestnut-headed Partridge,Arborophila cambodiana
467,泰国山鹧鸪,Siamese Partridge,Arborophila diversa
468,砍氏山鹧鸪,Malaysian Partridge,Arborophila campbelli
469,罗氏山鹧鸪,Roll's Partridge,Arborophila rolli
470,苏门答腊山鹧鸪,Sumatran Partridge,Arborophila sumatrana
471,灰胸山鹧鸪,Grey-breasted Partridge,Arborophila orientalis
472,棕腹山鹧鸪,Chestnut-bellied Partridge,Arborophila javanica
473,红嘴山鹧鸪,Red-billed Partridge,Arborophila rubrirostris
474,赤胸山鹧鸪,Red-breasted Partridge,Arborophila hyperythra
475,海南山鹧鸪,Hainan Partridge,Arborophila ardens
476,栗胸山鹧鸪,Chestnut-necklaced Partridge,Tropicoperdix charltonii
477,绿脚树鹧鸪,Green-legged Partridge,Tropicoperdix chloropus
478,锈红林鹧鸪,Ferruginous Partridge,Caloperdix oculeus
479,红头林鹧鸪,Crimson-headed Partridge,Haematortyx sanguiniceps
480,冕鹧鸪,Crested Partridge,Rollulus rouloul
481,棕胸竹鸡,Mountain Bamboo Partridge,Bambusicola fytchii
482,灰胸竹鸡,Chinese Bamboo Partridge,Bambusicola thoracicus
483,台湾竹鸡,Taiwan Bamboo Partridge,Bambusicola sonorivox
484,赤鸡鹑,Red Spurfowl,Galloperdix spadicea
485,彩鸡鹑,Painted Spurfowl,Galloperdix lunulata
486,斯里兰卡鸡鹑,Sri Lanka Spurfowl,Galloperdix bicalcarata
487,血雉,Blood Pheasant,Ithaginis cruentus
488,黑头角雉,Western Tragopan,Tragopan melanocephalus
489,红胸角雉,Satyr Tragopan,Tragopan satyra
490,灰腹角雉,Blyth's Tragopan,Tragopan blythii
491,红腹角雉,Temminck's Tragopan,Tragopan temminckii
492,黄腹角雉,Cabot's Tragopan,Tragopan caboti
493,勺鸡,Koklass Pheasant,Pucrasia macrolopha
494,棕尾虹雉,Himalayan Monal,Lophophorus impejanus
495,白尾梢虹雉,Sclater's Monal,Lophophorus sclateri
496,绿尾虹雉,Chinese Monal,Lophophorus lhuysii
497,红原鸡,Red Junglefowl,Gallus gallus
498,灰原鸡,Grey Junglefowl,Gallus sonneratii
499,蓝喉原鸡,Sri Lanka Junglefowl,Gallus lafayettii
500,绿原鸡,Green Junglefowl,Gallus varius
501,黑鹇,Kalij Pheasant,Lophura leucomelanos
502,白鹇,Silver Pheasant,Lophura nycthemera
503,爱氏鹇,Edwards's Pheasant,Lophura edwardsi
504,蓝腹鹇,Swinhoe's Pheasant,Lophura swinhoii
505,*苏门答腊鹇,Hoogerwerf's Pheasant,Lophura hoogerwerfi
506,黑尾鹇,Salvadori's Pheasant,Lophura inornata
507,棕尾火背鹇,Crestless Fireback,Lophura erythrophthalma
508,凤冠火背鹇,Crested Fireback,Lophura ignita
509,戴氏火背鹇,Siamese Fireback,Lophura diardi
510,鳞背鹇,Bulwer's Pheasant,Lophura bulweri
511,白马鸡,White Eared Pheasant,Crossoptilon crossoptilon
512,藏马鸡,Tibetan Eared Pheasant,Crossoptilon harmani
513,褐马鸡,Brown Eared Pheasant,Crossoptilon mantchuricum
514,蓝马鸡,Blue Eared Pheasant,Crossoptilon auritum
515,彩雉,Cheer Pheasant,Catreus wallichii
516,白颈长尾雉,Elliot's Pheasant,Syrmaticus ellioti
517,黑颈长尾雉,Mrs. Hume's Pheasant,Syrmaticus humiae
518,黑长尾雉,Mikado Pheasant,Syrmaticus mikado
519,铜长尾雉,Copper Pheasant,Syrmaticus soemmerringii
520,白冠长尾雉,Reeves's Pheasant,Syrmaticus reevesii
521,雉鸡,Common Pheasant,Phasianus colchicus
522,绿雉,Green Pheasant,Phasianus versicolor
523,红腹锦鸡,Golden Pheasant,Chrysolophus pictus
524,白腹锦鸡,Lady Amherst's Pheasant,Chrysolophus amherstiae
525,铜尾孔雀雉,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum
526,山孔雀雉,Mountain Peacock-Pheasant,Polyplectron inopinatum
527,眼斑孔雀雉,Germain's Peacock-Pheasant,Polyplectron germaini
528,灰孔雀雉,Grey Peacock-Pheasant,Polyplectron bicalcaratum
529,海南孔雀雉,Hainan Peacock-Pheasant,Polyplectron katsumatae
530,凤冠孔雀雉,Malayan Peacock-Pheasant,Polyplectron malacense
531,加里曼丹孔雀雉,Bornean Peacock-Pheasant,Polyplectron schleiermacheri
532,巴拉望孔雀雉,Palawan Peacock-Pheasant,Polyplectron napoleonis
533,冠眼斑雉,Vietnamese Crested Argus,Rheinardia ocellata
534,大眼斑雉,Great Argus,Argusianus argus
535,蓝孔雀,Indian Peafowl,Pavo cristatus
536,绿孔雀,Green Peafowl,Pavo muticus
537,刚果孔雀,Congo Peafowl,Afropavo congensis
538,红喉潜鸟,Red-throated Loon,Gavia stellata
539,黑喉潜鸟,Black-throated Loon,Gavia arctica
540,太平洋潜鸟,Pacific Loon,Gavia pacifica
541,普通潜鸟,Common Loon,Gavia immer
542,黄嘴潜鸟,Yellow-billed Loon,Gavia adamsii
543,王企鹅,King Penguin,Aptenodytes patagonicus
544,帝企鹅,Emperor Penguin,Aptenodytes forsteri
545,白眉企鹅,Gentoo Penguin,Pygoscelis papua
546,阿德利企鹅,Adelie Penguin,Pygoscelis adeliae
547,纹颊企鹅,Chinstrap Penguin,Pygoscelis antarcticus
548,黄眉企鹅,Fiordland Penguin,Eudyptes pachyrhynchus
549,斯岛黄眉企鹅,Snares Penguin,Eudyptes robustus
550,翘眉企鹅,Erect-crested Penguin,Eudyptes sclateri
551,凤头黄眉企鹅,Southern Rockhopper Penguin,Eudyptes chrysocome
552,北跳岩企鹅,Northern Rockhopper Penguin,Eudyptes moseleyi
553,白颊黄眉企鹅,Royal Penguin,Eudyptes schlegeli
554,长眉企鹅,Macaroni Penguin,Eudyptes chrysolophus
555,黄眼企鹅,Yellow-eyed Penguin,Megadyptes antipodes
556,小企鹅,Little Penguin,Eudyptula minor
557,南非企鹅,African Penguin,Spheniscus demersus
558,南美企鹅,Magellanic Penguin,Spheniscus magellanicus
559,秘鲁企鹅,Humboldt Penguin,Spheniscus humboldti
560,加岛企鹅,Galapagos Penguin,Spheniscus mendiculus
561,黄蹼洋海燕,Wilson's Storm Petrel,Oceanites oceanicus
562,白臀洋海燕,Elliot's Storm Petrel,Oceanites gracilis
563,品雅洋海燕,Pincoya Storm Petrel,Oceanites pincoyae
564,灰背海燕,Grey-backed Storm Petrel,Garrodia nereis
565,白脸海燕,White-faced Storm Petrel,Pelagodroma marina
566,白腹舰海燕,White-bellied Storm Petrel,Fregetta grallaria
567,黑腹舰海燕,Black-bellied Storm Petrel,Fregetta tropica
568,新西兰舰海燕,New Zealand Storm Petrel,Fregetta maoriana
569,白喉海燕,Polynesian Storm Petrel,Nesofregetta fuliginosa
570,黑背信天翁,Laysan Albatross,Phoebastria immutabilis
571,黑脚信天翁,Black-footed Albatross,Phoebastria nigripes
572,加岛信天翁,Waved Albatross,Phoebastria irrorata
573,短尾信天翁,Short-tailed Albatross,Phoebastria albatrus
574,漂泊信天翁,Wandering Albatross,Diomedea exulans
575,安岛信天翁,Antipodean Albatross,Diomedea antipodensis
576,阿岛信天翁,Amsterdam Albatross,Diomedea amsterdamensis
577,特岛信天翁,Tristan Albatross,Diomedea dabbenena
578,皇信天翁,Southern Royal Albatross,Diomedea epomophora
579,北方皇信天翁,Northern Royal Albatross,Diomedea sanfordi
580,乌信天翁,Sooty Albatross,Phoebetria fusca
581,灰背信天翁,Light-mantled Albatross,Phoebetria palpebrata
582,黑眉信天翁,Black-browed Albatross,Thalassarche melanophris
583,坎岛信天翁,Campbell Albatross,Thalassarche impavida
584,白顶信天翁,Shy Albatross,Thalassarche cauta
585,查岛信天翁,Chatham Albatross,Thalassarche eremita
586,萨氏信天翁,Salvin's Albatross,Thalassarche salvini
587,灰头信天翁,Grey-headed Albatross,Thalassarche chrysostoma
588,黄鼻信天翁,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos
589,印度洋黄鼻信天翁,Indian Yellow-nosed Albatross,Thalassarche carteri
590,新西兰信天翁,Buller's Albatross,Thalassarche bulleri
591,暴风海燕,European Storm Petrel,Hydrobates pelagicus
592,小海燕,Least Storm Petrel,Oceanodroma microsoma
593,加岛叉尾海燕,Wedge-rumped Storm Petrel,Oceanodroma tethys
594,斑腰叉尾海燕,Band-rumped Storm Petrel,Oceanodroma castro
595,蒙氏叉尾海燕,Monteiro's Storm Petrel,Oceanodroma monteiroi
596,佛得角叉尾海燕,Cape Verde Storm Petrel,Oceanodroma jabejabe
597,黑叉尾海燕,Swinhoe's Storm Petrel,Oceanodroma monorhis
598,白腰叉尾海燕,Leach's Storm Petrel,Oceanodroma leucorhoa
599,索科洛岛海燕,Townsend's Storm Petrel,Oceanodroma socorroensis
600,艾恩雷氏海燕,Ainley's Storm Petrel,Oceanodroma cheimomnestes
601,乌叉尾海燕,Markham's Storm Petrel,Oceanodroma markhami
602,褐翅叉尾海燕,Tristram's Storm Petrel,Oceanodroma tristrami
603,美州黑叉尾海燕,Black Storm Petrel,Oceanodroma melania
604,瓜岛叉尾海燕,Guadalupe Storm Petrel,Oceanodroma macrodactyla
605,日本叉尾海燕,Matsudaira's Storm Petrel,Oceanodroma matsudairae
606,灰叉尾海燕,Ashy Storm Petrel,Oceanodroma homochroa
607,环叉尾海燕,Hornby's Storm Petrel,Oceanodroma hornbyi
608,灰蓝叉尾海燕,Fork-tailed Storm Petrel,Oceanodroma furcata
609,巨鹱,Southern Giant Petrel,Macronectes giganteus
610,霍氏巨鹱,Northern Giant Petrel,Macronectes halli
611,暴雪鹱,Northern Fulmar,Fulmarus glacialis
612,银灰暴风鹱,Southern Fulmar,Fulmarus glacialoides
613,南极鹱,Antarctic Petrel,Thalassoica antarctica
614,花斑鹱,Cape Petrel,Daption capense
615,雪鹱,Snow Petrel,Pagodroma nivea
616,蓝鹱,Blue Petrel,Halobaena caerulea
617,阔嘴锯鹱,Broad-billed Prion,Pachyptila vittata
618,小锯鹱,Salvin's Prion,Pachyptila salvini
619,鸽锯鹱,Antarctic Prion,Pachyptila desolata
620,细嘴锯鹱,Slender-billed Prion,Pachyptila belcheri
621,仙锯鹱,Fairy Prion,Pachyptila turtur
622,厚嘴锯鹱,Fulmar Prion,Pachyptila crassirostris
623,短嘴圆尾鹱,Kerguelen Petrel,Aphrodroma brevirostris
624,巨翅圆尾鹱,Great-winged Petrel,Pterodroma macroptera
625,白头圆尾鹱,White-headed Petrel,Pterodroma lessonii
626,灰脸圆尾鹱,Grey-faced Petrel,Pterodroma gouldi
627,大西洋圆尾鹱,Atlantic Petrel,Pterodroma incerta
628,棕头圆尾鹱,Providence Petrel,Pterodroma solandri
629,红圆尾鹱,Magenta Petrel,Pterodroma magentae
630,墨氏圆尾鹱,Murphy's Petrel,Pterodroma ultima
631,柔羽圆尾鹱,Soft-plumaged Petrel,Pterodroma mollis
632,马德拉圆尾鹱,Zino's Petrel,Pterodroma madeira
633,菲氏圆尾鹱,Fea's Petrel,Pterodroma feae
634,佛得角圆尾鹱,Desertas Petrel,Pterodroma deserta
635,百慕大圆尾鹱,Bermuda Petrel,Pterodroma cahow
636,黑顶圆尾鹱,Black-capped Petrel,Pterodroma hasitata
637,牙买加圆尾鹱,Jamaican Petrel,Pterodroma caribbaea
638,百颈圆尾鹱,Juan Fernandez Petrel,Pterodroma externa
639,瓦努阿图圆尾鹱,Vanuatu Petrel,Pterodroma occulta
640,克岛圆尾鹱,Kermadec Petrel,Pterodroma neglecta
641,信使圆尾鹱,Herald Petrel,Pterodroma heraldica
642,特岛圆尾鹱,Trindade Petrel,Pterodroma arminjoniana
643,亨氏圆尾鹱,Henderson Petrel,Pterodroma atrata
644,白腹圆尾鹱,Phoenix Petrel,Pterodroma alba
645,留尼汪圆尾鹱,Barau's Petrel,Pterodroma baraui
646,夏威夷圆尾鹱,Hawaiian Petrel,Pterodroma sandwichensis
647,暗腰圆尾鹱,Galapagos Petrel,Pterodroma phaeopygia
648,鳞斑圆尾鹱,Mottled Petrel,Pterodroma inexpectata
649,白领圆尾鹱,White-necked Petrel,Pterodroma cervicalis
650,黑翅圆尾鹱,Black-winged Petrel,Pterodroma nigripennis
651,查岛圆尾鹱,Chatham Petrel,Pterodroma axillaris
652,白额圆尾鹱,Bonin Petrel,Pterodroma hypoleuca
653,白翅圆尾鹱,Gould's Petrel,Pterodroma leucoptera
654,领圆尾鹱,Collared Petrel,Pterodroma brevipes
655,黑脚圆尾鹱,Cook's Petrel,Pterodroma cookii
656,迪氏圆尾鹱,De Filippi's Petrel,Pterodroma defilippiana
657,长嘴圆尾鹱,Stejneger's Petrel,Pterodroma longirostris
658,新西兰圆尾鹱,Pycroft's Petrel,Pterodroma pycrofti
659,黑圆尾鹱,Mascarene Petrel,Pseudobulweria aterrima
660,大圣赫勒拿岛海燕,St. Helena Petrel,Pseudobulweria rupinarum
661,钩嘴圆尾鹱,Tahiti Petrel,Pseudobulweria rostrata
662,贝氏圆尾鹱,Beck's Petrel,Pseudobulweria becki
663,斐济圆尾鹱,Fiji Petrel,Pseudobulweria macgillivrayi
664,灰风鹱,Grey Petrel,Procellaria cinerea
665,白颏风鹱,White-chinned Petrel,Procellaria aequinoctialis
666,眼镜风鹱,Spectacled Petrel,Procellaria conspicillata
667,黑风鹱,Black Petrel,Procellaria parkinsoni
668,大黑风鹱,Westland Petrel,Procellaria westlandica
669,白额鹱,Streaked Shearwater,Calonectris leucomelas
670,斯氏鹱,Scopoli's Shearwater,Calonectris diomedea
671,猛鹱,Cory's Shearwater,Calonectris borealis
672,佛得角鹱,Cape Verde Shearwater,Calonectris edwardsii
673,楔尾鹱,Wedge-tailed Shearwater,Ardenna pacifica
674,灰背鹱,Buller's Shearwater,Ardenna bulleri
675,灰鹱,Sooty Shearwater,Ardenna grisea
676,短尾鹱,Short-tailed Shearwater,Ardenna tenuirostris
677,粉脚鹱,Pink-footed Shearwater,Ardenna creatopus
678,淡足鹱,Flesh-footed Shearwater,Ardenna carneipes
679,大鹱,Great Shearwater,Ardenna gravis
680,黑鹱,Christmas Shearwater,Puffinus nativitatis
681,大西洋鹱,Manx Shearwater,Puffinus puffinus
682,地中海鹱,Yelkouan Shearwater,Puffinus yelkouan
683,巴利阿里鹱,Balearic Shearwater,Puffinus mauretanicus
684,布氏鹱,Bryan's Shearwater,Puffinus bryani
685,黑腹鹱,Black-vented Shearwater,Puffinus opisthomelas
686,汤氏鹱,Townsend's Shearwater,Puffinus auricularis
687,夏威夷鹱,Newell's Shearwater,Puffinus newelli
688,拉帕鹱,Rapa Shearwater,Puffinus myrtae
689,棕嘴鹱,Fluttering Shearwater,Puffinus gavia
690,澳洲鹱,Hutton's Shearwater,Puffinus huttoni
691,奥氏鹱,Audubon's Shearwater,Puffinus lherminieri
692,波斯鹱,Persian Shearwater,Puffinus persicus
693,热带鹱,Tropical Shearwater,Puffinus bailloni
694,加岛鹱,Galapagos Shearwater,Puffinus subalaris
695,班氏鹱,Bannerman's Shearwater,Puffinus bannermani
696,所罗门鹱,Heinroth's Shearwater,Puffinus heinrothi
697,小鹱,Little Shearwater,Puffinus assimilis
698,亚南极鹱,Subantarctic Shearwater,Puffinus elegans
699,北大西洋小鹱,Barolo Shearwater,Puffinus baroli
700,佛得角小鹱,Boyd's Shearwater,Puffinus boydi
701,秘鲁鹈燕,Peruvian Diving Petrel,Pelecanoides garnotii
702,麦哲伦鹈燕,Magellanic Diving Petrel,Pelecanoides magellani
703,南乔治亚鹈燕,South Georgia Diving Petrel,Pelecanoides georgicus
704,鹈燕,Common Diving Petrel,Pelecanoides urinatrix
705,褐燕鹱,Bulwer's Petrel,Bulweria bulwerii
706,小圣赫勒拿岛海燕,Olson's Petrel,Bulweria bifax
707,厚嘴燕鹱,Jouanin's Petrel,Bulweria fallax
708,德氏小䴙䴘,Alaotra Grebe,Tachybaptus rufolavatus
709,小䴙䴘,Little Grebe,Tachybaptus ruficollis
710,三色小䴙䴘,Tricolored Grebe,Tachybaptus tricolor
711,黑喉小䴙䴘,Australasian Grebe,Tachybaptus novaehollandiae
712,马岛小䴙䴘,Madagascan Grebe,Tachybaptus pelzelnii
713,侏䴙䴘,Least Grebe,Tachybaptus dominicus
714,斑嘴巨䴙䴘,Pied-billed Grebe,Podilymbus podiceps
715,巨䴙䴘,Atitlan Grebe,Podilymbus gigas
716,白簇䴙䴘,White-tufted Grebe,Rollandia rolland
717,短翅䴙䴘,Titicaca Grebe,Rollandia microptera
718,灰头䴙䴘,Hoary-headed Grebe,Poliocephalus poliocephalus
719,新西兰䴙䴘,New Zealand Grebe,Poliocephalus rufopectus
720,大䴙䴘,Great Grebe,Podiceps major
721,赤颈䴙䴘,Red-necked Grebe,Podiceps grisegena
722,凤头䴙䴘,Great Crested Grebe,Podiceps cristatus
723,角䴙䴘,Horned Grebe,Podiceps auritus
724,黑颈䴙䴘,Black-necked Grebe,Podiceps nigricollis
725,哥伦比亚䴙䴘,Colombian Grebe,Podiceps andinus
726,银䴙䴘,Silvery Grebe,Podiceps occipitalis
727,秘鲁䴙䴘,Junin Grebe,Podiceps taczanowskii
728,阿根廷䴙䴘,Hooded Grebe,Podiceps gallardoi
729,北美䴙䴘,Western Grebe,Aechmophorus occidentalis
730,克氏䴙䴘,Clark's Grebe,Aechmophorus clarkii
731,大红鹳,Greater Flamingo,Phoenicopterus roseus
732,美洲红鹳,American Flamingo,Phoenicopterus ruber
733,智利红鹳,Chilean Flamingo,Phoenicopterus chilensis
734,小红鹳,Lesser Flamingo,Phoeniconaias minor
735,安第斯红鹳,Andean Flamingo,Phoenicoparrus andinus
736,秘鲁红鹳,James's Flamingo,Phoenicoparrus jamesi
737,红嘴鹲,Red-billed Tropicbird,Phaethon aethereus
738,红尾鹲,Red-tailed Tropicbird,Phaethon rubricauda
739,白尾鹲,White-tailed Tropicbird,Phaethon lepturus
740,黑头鹮鹳,Wood Stork,Mycteria americana
741,白鹮鹳,Milky Stork,Mycteria cinerea
742,黄嘴鹮鹳,Yellow-billed Stork,Mycteria ibis
743,彩鹳,Painted Stork,Mycteria leucocephala
744,钳嘴鹳,Asian Openbill,Anastomus oscitans
745,非洲钳嘴鹳,African Openbill,Anastomus lamelligerus
746,黑鹳,Black Stork,Ciconia nigra
747,白腹鹳,Abdim's Stork,Ciconia abdimii
748,白颈鹳,Woolly-necked Stork,Ciconia episcopus
749,黄脸鹳,Storm's Stork,Ciconia stormi
750,黑尾鹳,Maguari Stork,Ciconia maguari
751,白鹳,White Stork,Ciconia ciconia
752,东方白鹳,Oriental Stork,Ciconia boyciana
753,黑颈鹳,Black-necked Stork,Ephippiorhynchus asiaticus
754,鞍嘴鹳,Saddle-billed Stork,Ephippiorhynchus senegalensis
755,裸颈鹳,Jabiru,Jabiru mycteria
756,秃鹳,Lesser Adjutant,Leptoptilos javanicus
757,大秃鹳,Greater Adjutant,Leptoptilos dubius
758,非洲秃鹳,Marabou Stork,Leptoptilos crumenifer
759,埃及圣鹮,African Sacred Ibis,Threskiornis aethiopicus
760,马岛白鹮,Malagasy Sacred Ibis,Threskiornis bernieri
761,留尼汪孤鸽,Reunion Ibis,Threskiornis solitarius
762,黑头白鹮,Black-headed Ibis,Threskiornis melanocephalus
763,澳洲白鹮,Australian White Ibis,Threskiornis molucca
764,蓑颈白鹮,Straw-necked Ibis,Threskiornis spinicollis
765,黑鹮,Red-naped Ibis,Pseudibis papillosa
766,白肩黑鹮,White-shouldered Ibis,Pseudibis davisoni
767,巨鹮,Giant Ibis,Pseudibis gigantea
768,隐鹮,Northern Bald Ibis,Geronticus eremita
769,秃鹮,Southern Bald Ibis,Geronticus calvus
770,朱鹮,Crested Ibis,Nipponia nippon
771,橄榄绿鹮,Olive Ibis,Bostrychia olivacea
772,侏橄榄绿鹮,Sao Tome Ibis,Bostrychia bocagei
773,斑胸鹮,Spot-breasted Ibis,Bostrychia rara
774,凤头鹮,Hadada Ibis,Bostrychia hagedash
775,肉垂鹮,Wattled Ibis,Bostrychia carunculata
776,铅色鹮,Plumbeous Ibis,Theristicus caerulescens
777,黄颈鹮,Buff-necked Ibis,Theristicus caudatus
778,黑脸鹮,Black-faced Ibis,Theristicus melanopis
779,安第斯鹮,Andean Ibis,Theristicus branickii
780,长尾鹮,Sharp-tailed Ibis,Cercibis oxycerca
781,绿鹮,Green Ibis,Mesembrinibis cayennensis
782,裸脸鹮,Bare-faced Ibis,Phimosus infuscatus
783,美洲白鹮,American White Ibis,Eudocimus albus
784,美洲红鹮,Scarlet Ibis,Eudocimus ruber
785,彩鹮,Glossy Ibis,Plegadis falcinellus
786,白脸彩鹮,White-faced Ibis,Plegadis chihi
787,秘鲁彩鹮,Puna Ibis,Plegadis ridgwayi
788,凤头林鹮,Madagascan Ibis,Lophotibis cristata
789,白琵鹭,Eurasian Spoonbill,Platalea leucorodia
790,黑脸琵鹭,Black-faced Spoonbill,Platalea minor
791,非洲琵鹭,African Spoonbill,Platalea alba
792,澳洲琵鹭,Royal Spoonbill,Platalea regia
793,黄嘴琵鹭,Yellow-billed Spoonbill,Platalea flavipes
794,粉红琵鹭,Roseate Spoonbill,Platalea ajaja
795,林鳽,Forest Bittern,Zonerodius heliosylus
796,白冠虎鹭,White-crested Tiger Heron,Tigriornis leucolopha
797,栗虎鹭,Rufescent Tiger Heron,Tigrisoma lineatum
798,横纹虎鹭,Fasciated Tiger Heron,Tigrisoma fasciatum
799,裸喉虎鹭,Bare-throated Tiger Heron,Tigrisoma mexicanum
800,栗腹鹭,Agami Heron,Agamia agami
801,船嘴鹭,Boat-billed Heron,Cochlearius cochlearius
802,波斑鹭,Zigzag Heron,Zebrilus undulatus
803,大麻鳽,Eurasian Bittern,Botaurus stellaris
804,褐麻鳽,Australasian Bittern,Botaurus poiciloptilus
805,美洲麻鳽,American Bittern,Botaurus lentiginosus
806,大嘴麻鳽,Pinnated Bittern,Botaurus pinnatus
807,纹背苇鳽,Stripe-backed Bittern,Ixobrychus involucris
808,姬苇鳽,Least Bittern,Ixobrychus exilis
809,小苇鳽,Little Bittern,Ixobrychus minutus
810,黑背苇鳽,Black-backed Bittern,Ixobrychus dubius
811,新西兰苇鳽,New Zealand Bittern,Ixobrychus novaezelandiae
812,黄苇鳽,Yellow Bittern,Ixobrychus sinensis
813,紫背苇鳽,Von Schrenck's Bittern,Ixobrychus eurhythmus
814,栗苇鳽,Cinnamon Bittern,Ixobrychus cinnamomeus
815,蓝苇鳽,Dwarf Bittern,Ixobrychus sturmii
816,黑鳽,Black Bittern,Ixobrychus flavicollis
817,海南鳽,White-eared Night Heron,Gorsachius magnificus
818,栗鳽,Japanese Night Heron,Gorsachius goisagi
819,黑冠鳽,Malayan Night Heron,Gorsachius melanolophus
820,白背夜鹭,White-backed Night Heron,Gorsachius leuconotus
821,夜鹭,Black-crowned Night Heron,Nycticorax nycticorax
822,阿岛夜鹭,Ascension Night Heron,Nycticorax olsoni
823,留岛夜鹭,Reunion Night Heron,Nycticorax duboisi
824,毛里求斯夜鹭,Mauritius Night Heron,Nycticorax mauritianus
825,罗德里格斯夜鹭,Rodrigues Night Heron,Nycticorax megacephalus
